"","County","Year","Population","PovertyLevel","MedHInc","PerCapitaIncome","Countytype","ft_emp","ft_pay","pt_emp","pt_pay","pt_hours","ft_equivalent","FTE_PerThousandP"
"1","Albany",1994,300262,NA,"","","Non Rural",2833,6194505,386,286596,27447,3001,9.99460471188496
"2","Albany",1996,297680,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"3","Albany",1997,296187,NA,"","","Non Rural",2650,6394489,342,295910,27305,2815,9.50413083626223
"4","Albany",1998,295097,NA,"","","Non Rural",2519,6457959,358,336665,27939,2700,9.14953388207945
"5","Albany",1999,294692,NA,"","","Non Rural",2099,5899094,404,194071,19487,2225,7.5502558603559
"6","Albany",2000,280096,10.6,"42281","23345","Non Rural",2606,7396266,299,277593,25298,2768,9.88232605963669
"7","Albany",2001,296232,NA,"","","Non Rural",2619,7871104,420,398588,32389,2828,9.54657160603851
"8","Albany",2002,298283,NA,"","","Non Rural",2580,8867048,407,689981,38780,2830,9.48763422655666
"9","Albany",2003,301085,NA,"","","Non Rural",2668,8591496,317,261642,19673,2795,9.28309281432154
"10","Albany",2004,302173,NA,"","","Non Rural",2500,8434725,287,405063,28877,2686,8.88894772200031
"11","Albany",2005,302791,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"12","Albany",2006,303997,NA,"","","Non Rural",2588,9133900,277,338486,21906,2729,8.97706227364086
"13","Albany",2007,303858,NA,"","","Non Rural",2530,9258732,257,312215,19364,2654,8.7343430154875
"14","Albany",2008,303739,NA,"","","Non Rural",2534,9581215,254,334399,23732,2686,8.84311859853361
"15","Albany",2009,298341,11.8,"55350","30063","Non Rural",2486,9865771,243,340005,23026,2634,8.82882339336531
"16","Albany",2010,304032,11.9,"56090","30863","Non Rural",2409,10896901,184,296859,19736,2537,8.34451636669824
"17","Albany",2011,303957,12.1,"57715","31728","Non Rural",2255,9232843,273,352435,23072,2405,7.91230338501827
"18","Albany",2012,304511,12.4,"59359","31924","Non Rural",2091,9993893,240,412490,18826,2214,7.27067330901018
"19","Albany",2013,305279,12.3,"59394","32328","Non Rural",2054,10030097,240,407325,18580,2161,7.0787705672516
"20","Albany",2014,306124,12.9,"59940","32624","Non Rural",2026,9985749,231,384639,17534,2125,6.94163149573375
"21","Albany",2015,307463,12.8,"59887","32779","Non Rural",2077,8964496,223,354109,16508,2183,7.10004130578313
"22","Allegany",1994,51012,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"23","Allegany",1996,50869,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"24","Allegany",1997,50325,NA,"","","Rural",435,1034665,68,49208,4451,463,9.20019870839543
"25","Allegany",1998,49991,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"26","Allegany",1999,49997,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"27","Allegany",2000,45561,15.5,"32876","14975","Rural",NA,NA,NA,NA,NA,NA,NA
"28","Allegany",2001,50079,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"29","Allegany",2002,50014,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"30","Allegany",2003,50165,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"31","Allegany",2004,50311,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"32","Allegany",2005,49768,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"33","Allegany",2006,49359,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"34","Allegany",2007,49079,NA,"","","Rural",467,1534486,66,59674,3335,489,9.96352818924591
"35","Allegany",2008,49177,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"36","Allegany",2009,49391,15.2,"40917","19440","Rural",NA,NA,NA,NA,NA,NA,NA
"37","Allegany",2010,49105,14.9,"41305","20058","Rural",NA,NA,NA,NA,NA,NA,NA
"38","Allegany",2011,48991,14.8,"41900","20047","Rural",NA,NA,NA,NA,NA,NA,NA
"39","Allegany",2012,48837,15.3,"42095","20571","Rural",441,1714791,105,120023,5941,480,9.82861355120093
"40","Allegany",2013,48618,14.7,"42445","20978","Rural",NA,NA,NA,NA,NA,NA,NA
"41","Allegany",2014,48387,15.2,"42726","20881","Rural",NA,NA,NA,NA,NA,NA,NA
"42","Allegany",2015,48070,15.2,"42776","20940","Rural",NA,NA,NA,NA,NA,NA,NA
"43","Bronx",1994,1250789,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"44","Bronx",1996,1272693,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"45","Bronx",1997,1285683,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"46","Bronx",1998,1300823,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"47","Bronx",1999,1317895,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"48","Bronx",2000,1288234,30.7,"27696","13959","Non Rural",NA,NA,NA,NA,NA,NA,NA
"49","Bronx",2001,1346555,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"50","Bronx",2002,1358739,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"51","Bronx",2003,1362373,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"52","Bronx",2004,1358963,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"53","Bronx",2005,1351736,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"54","Bronx",2006,1348164,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"55","Bronx",2007,1354056,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"56","Bronx",2008,1363488,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"57","Bronx",2009,1381529,27.1,"33794","17301","Non Rural",NA,NA,NA,NA,NA,NA,NA
"58","Bronx",2010,1365725,27.6,"34264","17575","Non Rural",NA,NA,NA,NA,NA,NA,NA
"59","Bronx",2011,1374593,27.7,"34744","17992","Non Rural",NA,NA,NA,NA,NA,NA,NA
"60","Bronx",2012,1386364,28.6,"34300","18048","Non Rural",NA,NA,NA,NA,NA,NA,NA
"61","Bronx",2013,1397315,29,"34388","18171","Non Rural",NA,NA,NA,NA,NA,NA,NA
"62","Bronx",2014,1413566,29.7,"34284","18269","Non Rural",NA,NA,NA,NA,NA,NA,NA
"63","Bronx",2015,1428357,29.9,"34299","18456","Non Rural",NA,NA,NA,NA,NA,NA,NA
"64","Broome",1994,210823,NA,"","","Non Rural",2153,5008457,955,802990,77403,2606,12.3610801478017
"65","Broome",1996,204415,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"66","Broome",1997,202053,NA,"","","Non Rural",2173,5753373,1093,772236,58785,2515,12.4472291923406
"67","Broome",1998,201072,NA,"","","Non Rural",2162,5840590,823,744423,66622,2564,12.7516511498369
"68","Broome",1999,200881,NA,"","","Non Rural",2197,5992269,848,769371,65209,2575,12.8185343561611
"69","Broome",2000,191350,12.8,"36343","19168","Non Rural",2228,6455702,888,723818,61842,2587,13.5197282466684
"70","Broome",2001,200868,NA,"","","Non Rural",2233,6731173,788,661357,48952,2528,12.5853794531732
"71","Broome",2002,201438,NA,"","","Non Rural",2374,7361061,804,669018,50670,2679,13.2993774759479
"72","Broome",2003,201037,NA,"","","Non Rural",2267,7295269,869,719058,47125,2539,12.6295159597487
"73","Broome",2004,200974,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"74","Broome",2005,200477,NA,"","","Non Rural",2263,6941413,846,698455,42746,2520,12.5700205011049
"75","Broome",2006,200905,NA,"","","Non Rural",2357,7692904,1014,943972,59802,2717,13.5238047833553
"76","Broome",2007,200877,NA,"","","Non Rural",2273,8404849,1129,1207722,69665,2695,13.4161700941372
"77","Broome",2008,201029,NA,"","","Non Rural",2271,8400628,1234,1139547,61735,2643,13.1473568490118
"78","Broome",2009,195209,14.3,"43467","24432","Non Rural",2230,8602685,1072,1183345,64307,2601,13.324180749863
"79","Broome",2010,200804,14.7,"44457","24314","Non Rural",2211,8607886,1126,1246860,68872,2606,12.9778291269098
"80","Broome",2011,200448,15.4,"45619","24766","Non Rural",2135,8704481,1053,1273922,65544,2530,12.6217273307791
"81","Broome",2012,199928,15.7,"45856","24872","Non Rural",2054,8505656,1040,1422315,68178,2477,12.389460205674
"82","Broome",2013,199298,16.5,"45958","24835","Non Rural",2005,8490973,1124,1429595,68823,2429,12.1877791046573
"83","Broome",2014,198797,16.9,"46368","24820","Non Rural",1999,8682709,991,1216656,61486,2377,11.9569208790877
"84","Broome",2015,198093,17,"46261","25105","Non Rural",1979,8741197,1002,1277845,61881,2350,11.8631147996143
"85","Cattaraugus",1994,85097,NA,"","","Rural",939,2022970,302,230758,28251,1097,12.8911712516305
"86","Cattaraugus",1996,85284,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"87","Cattaraugus",1997,84718,NA,"","","Rural",908,2231753,301,262144,27865,1091,12.8780188389716
"88","Cattaraugus",1998,84519,NA,"","","Rural",926,2326494,310,269665,28861,1113,13.1686366379157
"89","Cattaraugus",1999,84050,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"90","Cattaraugus",2000,80831,13.7,"34673","15959","Rural",NA,NA,NA,NA,NA,NA,NA
"91","Cattaraugus",2001,83346,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"92","Cattaraugus",2002,83301,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"93","Cattaraugus",2003,83335,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"94","Cattaraugus",2004,82864,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"95","Cattaraugus",2005,82039,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"96","Cattaraugus",2006,81342,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"97","Cattaraugus",2007,81056,NA,"","","Rural",940,3247534,272,312268,23603,1080,13.3241215949467
"98","Cattaraugus",2008,80761,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"99","Cattaraugus",2009,80349,15.1,"41482","20508","Rural",993,3319113,380,359713,26029,1141,14.2005501001879
"100","Cattaraugus",2010,80776,15.3,"42466","20824","Rural",1005,3798158,401,457503,33226,1205,14.9177973655541
"101","Cattaraugus",2011,80478,16.1,"42754","21369","Rural",975,3786133,401,464751,33747,1166,14.4884316210641
"102","Cattaraugus",2012,80166,16.6,"43202","21726","Rural",929,3812695,335,419823,28477,1101,13.7340019459621
"103","Cattaraugus",2013,79735,17.4,"42603","22049","Rural",977,3734326,269,335077,26338,1135,14.2346522856964
"104","Cattaraugus",2014,79397,17.1,"43503","22486","Rural",NA,NA,NA,NA,NA,NA,NA
"105","Cattaraugus",2015,78962,17.7,"42601","22336","Rural",NA,NA,NA,NA,NA,NA,NA
"106","Cayuga",1994,82933,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"107","Cayuga",1996,82846,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"108","Cayuga",1997,82693,NA,"","","Rural",727,2052891,393,288803,27331,895,10.8231652014076
"109","Cayuga",1998,82497,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"110","Cayuga",1999,82034,NA,"","","Rural",760,2424301,387,315670,30225,947,11.5439939537265
"111","Cayuga",2000,77240,11.1,"37813","18003","Rural",797,2413701,463,338887,32658,1000,12.9466597617815
"112","Cayuga",2001,81313,NA,"","","Rural",840,2628664,454,370459,32636,1035,12.7285919840616
"113","Cayuga",2002,81401,NA,"","","Rural",926,3040159,467,349577,29530,1108,13.6116263927962
"114","Cayuga",2003,81395,NA,"","","Rural",927,2994712,480,356270,20617,1054,12.9491983537072
"115","Cayuga",2004,81284,NA,"","","Rural",911,2873508,592,478313,21909,1047,12.8807637419418
"116","Cayuga",2005,81104,NA,"","","Rural",913,3262256,350,480002,21350,1045,12.8846912606037
"117","Cayuga",2006,80892,NA,"","","Rural",868,3090062,351,505159,22724,1004,12.4116105424517
"118","Cayuga",2007,80629,NA,"","","Rural",943,3463119,551,541654,26250,1104,13.6923439457267
"119","Cayuga",2008,80482,NA,"","","Rural",975,3671838,541,589499,21512,1107,13.7546283641063
"120","Cayuga",2009,79994,11.5,"47414","22705","Rural",NA,NA,NA,NA,NA,NA,NA
"121","Cayuga",2010,80431,11.3,"48415","22959","Rural",NA,NA,NA,NA,NA,NA,NA
"122","Cayuga",2011,80204,11.6,"50140","23990","Rural",NA,NA,NA,NA,NA,NA,NA
"123","Cayuga",2012,79996,11.5,"50950","24299","Rural",866,3602132,627,747014,25579,1023,12.7881394069703
"124","Cayuga",2013,79767,12,"51581","24702","Rural",NA,NA,NA,NA,NA,NA,NA
"125","Cayuga",2014,79481,11.8,"51792","25070","Rural",775,3428416,556,669571,25887,936,11.7763993910494
"126","Cayuga",2015,79173,11.4,"52082","25786","Rural",750,3395347,541,666547,25573,898,11.3422505146957
"127","Chautauqua",1994,143041,NA,"","","Rural",1216,2629052,307,261485,29188,1379,9.64059255737865
"128","Chautauqua",1996,142476,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"129","Chautauqua",1997,141531,NA,"","","Rural",1241,2951853,327,304628,31571,1416,10.0048752570108
"130","Chautauqua",1998,140784,NA,"","","Rural",1230,3121268,330,318347,31033,1415,10.0508580520514
"131","Chautauqua",1999,140087,NA,"","","Rural",1241,3233907,375,372024,36251,1458,10.407817998815
"132","Chautauqua",2000,133871,13.8,"34422","16840","Rural",1323,3617770,336,277559,28275,1493,11.1525274331259
"133","Chautauqua",2001,138730,NA,"","","Rural",1300,3678632,423,445428,38271,1531,11.0358249837814
"134","Chautauqua",2002,138346,NA,"","","Rural",1348,3964745,381,412774,35834,1564,11.3049889407717
"135","Chautauqua",2003,137587,NA,"","","Rural",1311,4047480,381,433986,34445,1506,10.9458015655549
"136","Chautauqua",2004,137174,NA,"","","Rural",1283,3987646,383,425673,32898,1469,10.7090264919008
"137","Chautauqua",2005,136139,NA,"","","Rural",1242,3717842,349,379500,29856,1411,10.3644069664093
"138","Chautauqua",2006,135640,NA,"","","Rural",1259,4222800,338,416741,30553,1432,10.5573577115895
"139","Chautauqua",2007,135481,NA,"","","Rural",1269,4144809,184,245394,13552,1351,9.97187797550948
"140","Chautauqua",2008,135229,NA,"","","Rural",1406,4611835,168,228545,10849,1476,10.9148185670233
"141","Chautauqua",2009,134078,15.5,"40179","21023","Rural",1407,4767406,171,235581,11178,1469,10.9563090141559
"142","Chautauqua",2010,135263,16.3,"40639","21033","Rural",1336,4983811,354,378884,15040,1433,10.5941757908667
"143","Chautauqua",2011,135018,16.9,"41432","21325","Rural",1174,4503384,271,420847,18853,1295,9.59131375075916
"144","Chautauqua",2012,134599,18.2,"41975","21742","Rural",1201,4556993,333,442014,21986,1343,9.97778586765132
"145","Chautauqua",2013,134156,18.2,"42429","22168","Rural",1179,4540727,360,539620,27181,1354,10.092727869048
"146","Chautauqua",2014,133556,18.5,"42720","22483","Rural",NA,NA,NA,NA,NA,NA,NA
"147","Chautauqua",2015,132646,18,"42993","22903","Rural",NA,NA,NA,NA,NA,NA,NA
"148","Chemung",1994,94132,NA,"","","Non Rural",892,1958906,183,153431,17664,1004,10.6658734542982
"149","Chemung",1996,92972,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"150","Chemung",1997,92162,NA,"","","Non Rural",866,2279054,204,173811,16519,960,10.416440615438
"151","Chemung",1998,91791,NA,"","","Non Rural",903,2390871,212,204176,21600,1025,11.1666721138238
"152","Chemung",1999,91284,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"153","Chemung",2000,85395,13,"37209","18264","Non Rural",NA,NA,NA,NA,NA,NA,NA
"154","Chemung",2001,90780,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"155","Chemung",2002,90613,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"156","Chemung",2003,90154,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"157","Chemung",2004,89777,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"158","Chemung",2005,88860,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"159","Chemung",2006,88732,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"160","Chemung",2007,88634,NA,"","","Non Rural",704,2766127,140,235413,13539,791,8.92434054651714
"161","Chemung",2008,88503,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"162","Chemung",2009,88161,14.7,"42420","22691","Non Rural",945,3347131,119,128338,8894,1000,11.3428840416964
"163","Chemung",2010,88708,14.3,"44502","23457","Non Rural",927,3469027,117,85114,6499,968,10.9122063399017
"164","Chemung",2011,88731,15.4,"46589","24299","Non Rural",898,3529059,114,86591,8919,954,10.751597525104
"165","Chemung",2012,88779,15,"48128","24413","Non Rural",890,3529737,115,89612,9225,940,10.5880895256761
"166","Chemung",2013,88876,14.7,"48804","25329","Non Rural",875,3538969,115,88535,9109,925,10.4077591250731
"167","Chemung",2014,88681,15,"49685","25967","Non Rural",1177,3721504,151,91307,9368,1228,13.8473855730089
"168","Chemung",2015,88267,14.8,"50320","26262","Non Rural",1180,3854570,150,94578,5408,1214,13.7537244949981
"169","Chenango",1994,52479,NA,"","","Rural",439,769934,124,70986,8868,492,9.37517864288573
"170","Chenango",1996,52297,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"171","Chenango",1997,52017,NA,"","","Rural",416,846783,122,84208,8201,464,8.92016071668877
"172","Chenango",1998,51432,NA,"","","Rural",431,892797,117,82224,8259,482,9.37159744905895
"173","Chenango",1999,51286,NA,"","","Rural",439,907120,281,85159,8073,489,9.53476582303163
"174","Chenango",2000,50092,14.4,"34543","16427","Rural",459,1008857,107,79974,7262,502,10.0215603289946
"175","Chenango",2001,51109,NA,"","","Rural",462,1047426,105,82199,6901,504,9.8612768788276
"176","Chenango",2002,51205,NA,"","","Rural",474,1154988,98,75825,6350,512,9.99902353285812
"177","Chenango",2003,51393,NA,"","","Rural",459,1152799,104,86337,7488,504,9.80678302492557
"178","Chenango",2004,51297,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"179","Chenango",2005,51154,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"180","Chenango",2006,51391,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"181","Chenango",2007,51463,NA,"","","Rural",481,1421778,119,118242,8560,533,10.3569554825797
"182","Chenango",2008,51326,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"183","Chenango",2009,50956,12.2,"43991","22496","Rural",505,1573347,96,87451,6693,545,10.695502001727
"184","Chenango",2010,51045,13.3,"43943","22036","Rural",497,1590799,96,102527,7222,540,10.5789009697326
"185","Chenango",2011,50788,13.6,"44662","22786","Rural",488,1641996,97,107191,7258,531,10.4552256438529
"186","Chenango",2012,50490,14.4,"44127","22778","Rural",477,1593438,116,127350,8488,528,10.4575163398693
"187","Chenango",2013,50121,15.3,"43941","22097","Rural",477,1685514,113,124860,6878,520,10.374892759522
"188","Chenango",2014,49868,16.2,"44427","22339","Rural",479,1688046,100,123021,6613,519,10.4074757359429
"189","Chenango",2015,49549,15.6,"45668","23036","Rural",469,1719815,95,127793,6673,510,10.2928414296959
"190","Clinton",1994,86444,NA,"","","Rural",790,1842188,375,222020,20912,916,10.5964555087687
"191","Clinton",1996,80440,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"192","Clinton",1997,80191,NA,"","","Rural",929,2198661,158,79717,6910,974,12.1460014216059
"193","Clinton",1998,79926,NA,"","","Rural",962,2327278,147,73478,6521,1004,12.5616194980357
"194","Clinton",1999,79875,NA,"","","Rural",979,2406413,137,60497,5681,1015,12.7073552425665
"195","Clinton",2000,72662,13.9,"37635","17946","Rural",990,2548815,129,72732,3999,1016,13.9825493380309
"196","Clinton",2001,80320,NA,"","","Rural",710,1979252,295,265483,16643,808,10.0597609561753
"197","Clinton",2002,80707,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"198","Clinton",2003,81396,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"199","Clinton",2004,81803,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"200","Clinton",2005,82233,NA,"","","Rural",859,3071335,256,242151,15156,957,11.6376637116486
"201","Clinton",2006,82547,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"202","Clinton",2007,82556,NA,"","","Rural",857,3430382,327,436893,21511,995,12.0524250205921
"203","Clinton",2008,82401,NA,"","","Rural",895,3813002,291,410919,18447,1012,12.2814043518889
"204","Clinton",2009,81755,11.9,"47786","22804","Rural",909,3878704,282,427771,19895,1034,12.6475444926916
"205","Clinton",2010,82380,12.1,"47489","22660","Rural",901,4026065,328,510774,23540,1049,12.7336732216557
"206","Clinton",2011,82265,12.5,"49260","23446","Rural",900,3772944,331,521272,23795,1053,12.8000972467027
"207","Clinton",2012,82054,12.9,"50522","24323","Rural",917,3840333,387,411922,24416,1071,13.0523801399079
"208","Clinton",2013,81865,13.1,"50282","24676","Rural",865,3691723,346,368446,19124,988,12.0686496060588
"209","Clinton",2014,81829,13.8,"50985","25279","Rural",865,3744134,256,339027,17277,978,11.9517530459861
"210","Clinton",2015,81685,14.9,"49930","24941","Rural",857,3667024,354,355026,18140,975,11.9360959784538
"211","Columbia",1994,63549,NA,"","","Rural",793,1840234,310,230310,18745,914,14.3826024012966
"212","Columbia",1996,63625,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"213","Columbia",1997,63505,NA,"","","Rural",764,1987672,336,219626,19572,892,14.0461380993623
"214","Columbia",1998,63356,NA,"","","Rural",749,2052711,322,236969,21858,890,14.047604015405
"215","Columbia",1999,63217,NA,"","","Rural",788,2273653,334,198539,20525,921,14.5688659695968
"216","Columbia",2000,60623,9,"42135","22265","Rural",767,2250354,313,221564,19132,891,14.6973920789139
"217","Columbia",2001,62953,NA,"","","Rural",796,2302033,344,260484,21660,936,14.8682350324846
"218","Columbia",2002,63182,NA,"","","Rural",815,2408245,348,328197,23103,953,15.0834098319142
"219","Columbia",2003,63304,NA,"","","Rural",825,2733498,367,356917,23253,962,15.1965120687476
"220","Columbia",2004,63646,NA,"","","Rural",844,2607755,438,389781,27221,1004,15.7747541086635
"221","Columbia",2005,63717,NA,"","","Rural",828,2760845,380,339993,23105,970,15.2235667090415
"222","Columbia",2006,63427,NA,"","","Rural",819,2881333,348,322007,19585,945,14.8990177684582
"223","Columbia",2007,63430,NA,"","","Rural",860,3267972,376,379844,20851,994,15.6708182248148
"224","Columbia",2008,63253,NA,"","","Rural",864,3205176,386,380540,24394,1018,16.0940983036378
"225","Columbia",2009,62217,8.8,"54573","31093","Rural",894,3073765,400,375528,23312,1045,16.796052525837
"226","Columbia",2010,63241,8.9,"55546","31844","Rural",881,3579766,433,365539,20741,1016,16.065527110577
"227","Columbia",2011,63055,8.9,"56185","32259","Rural",880,3571990,469,534063,27816,1059,16.7948616287368
"228","Columbia",2012,62881,9.4,"56445","32934","Rural",862,3665603,480,541275,27055,1024,16.2847282963057
"229","Columbia",2013,62674,9.4,"57336","33613","Rural",862,3824263,451,542826,27908,1020,16.2746912595335
"230","Columbia",2014,62525,10,"58625","32665","Rural",NA,NA,NA,NA,NA,NA,NA
"231","Columbia",2015,62195,11.4,"59105","32851","Rural",NA,NA,NA,NA,NA,NA,NA
"232","Cortland",1994,49502,NA,"","","Rural",519,1026825,137,81723,10913,583,11.7773019271949
"233","Cortland",1996,48726,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"234","Cortland",1997,48619,NA,"","","Rural",595,1273479,91,60563,8890,653,13.4309632036858
"235","Cortland",1998,48755,NA,"","","Rural",623,1343772,91,60716,8878,673,13.8037124397498
"236","Cortland",1999,48734,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"237","Cortland",2000,45340,15.5,"35339","16622","Rural",NA,NA,NA,NA,NA,NA,NA
"238","Cortland",2001,48903,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"239","Cortland",2002,48891,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"240","Cortland",2003,49475,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"241","Cortland",2004,49628,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"242","Cortland",2005,49330,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"243","Cortland",2006,49449,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"244","Cortland",2007,49624,NA,"","","Rural",539,1811262,127,149131,9805,602,12.1312268257295
"245","Cortland",2008,49537,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"246","Cortland",2009,48207,13.6,"44853","21633","Rural",NA,NA,NA,NA,NA,NA,NA
"247","Cortland",2010,49452,13.2,"45338","22078","Rural",NA,NA,NA,NA,NA,NA,NA
"248","Cortland",2011,49441,13.9,"45956","22322","Rural",NA,NA,NA,NA,NA,NA,NA
"249","Cortland",2012,49453,13.9,"47497","22788","Rural",507,1938097,111,135517,7364,555,11.2227771823752
"250","Cortland",2013,49271,13.6,"47151","23179","Rural",NA,NA,NA,NA,NA,NA,NA
"251","Cortland",2014,49231,12.5,"48404","23581","Rural",NA,NA,NA,NA,NA,NA,NA
"252","Cortland",2015,49043,13.6,"49514","24228","Rural",NA,NA,NA,NA,NA,NA,NA
"253","Delaware",1994,48526,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"254","Delaware",1996,48342,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"255","Delaware",1997,47878,NA,"","","Rural",640,1298520,118,79850,8358,687,14.3489702995113
"256","Delaware",1998,47999,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"257","Delaware",1999,48069,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"258","Delaware",2000,46003,12.9,"32946","17357","Rural",NA,NA,NA,NA,NA,NA,NA
"259","Delaware",2001,47771,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"260","Delaware",2002,47666,NA,"","","Rural",680,1681591,153,154856,12312,759,15.9232996265682
"261","Delaware",2003,47930,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"262","Delaware",2004,48283,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"263","Delaware",2005,48377,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"264","Delaware",2006,48271,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"265","Delaware",2007,48450,NA,"","","Rural",680,2028148,147,197832,15724,769,15.8720330237358
"266","Delaware",2008,48363,NA,"","","Rural",NA,NA,NA,NA,NA,NA,NA
"267","Delaware",2009,46194,14.7,"41656","22199","Rural",504,1744799,108,76970,8020,552,11.9496038446551
"268","Delaware",2010,48220,12.9,"42967","22928","Rural",548,1873264,55,51083,2829,565,11.7171298216508
"269","Delaware",2011,48079,13.6,"43554","23120","Rural",536,1906976,53,54237,2791,553,11.5019031177853
"270","Delaware",2012,47851,13.9,"43004","22695","Rural",519,1932299,37,55451,2691,537,11.2223360013375
"271","Delaware",2013,47491,13.6,"44470","23677","Rural",486,1749483,41,44878,2103,499,10.5072540060222
"272","Delaware",2014,47223,12.9,"44183","23911","Rural",NA,NA,NA,NA,NA,NA,NA
"273","Delaware",2015,46901,14.5,"43720","23835","Rural",NA,NA,NA,NA,NA,NA,NA
"274","Dutchess",1994,264860,NA,"","","Non Rural",2190,6623546,726,682286,56626,2555,9.64660575398324
"275","Dutchess",1996,268986,NA,"","","Non Rural",NA,NA,NA,NA,NA,NA,NA
"276","Dutchess",1997,270935,NA,"","","Non Rural",2204,7062585,847,691432,41564,2472,9.12395962131139
"277","Dutchess",1998,273784,NA,"","","Non Rural",2284,7350775,823,848344,46653,2557,9.33947929754843
